"2017-01-18 11:54:20 [main] INFO  c.m.c.controller.ContactControllerIT - Starting ContactControllerIT on aleksandrk with PID 1452 (started by AleksandrK in C:\Documents and Settings\aleksandrk\workspace\contactbook)
""2017-01-18 11:57:08 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@140e316, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@15a4aed, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@991465, org.springframework.test.context.support.DirtiesContextTestExecutionListener@1ef2aac, org.springframework.test.context.transaction.TransactionalTestExecutionListener@1973a14, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@130a29, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@4d02b2, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@51f01d, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@503b19, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@fc2538, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@deec87, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@1342959]
""2017-01-18 11:57:08 [main] INFO  c.mental.contactbook.entity.Contact - Created Contact instance!
""2017-01-18 11:57:08 [main] INFO  c.mental.contactbook.entity.Contact - Created Contact instance with id:1 and name: Test!
""2017-01-18 11:57:08 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Start to fetch contacts from DB.
""2017-01-18 11:57:08 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Contacts for regex retrieved!
""2017-01-18 11:57:08 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Start to fetch contact with id: 1.
""2017-01-18 11:57:08 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Contact found and retrieved!
""2017-01-18 11:57:08 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Start to fetch contacts from DB.
""2017-01-18 11:57:08 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Contacts retrieved!
""2017-01-18 11:57:54 [main] INFO  c.m.c.c.ContactControllerMockTest - Starting ContactControllerMockTest on aleksandrk with PID 1416 (started by AleksandrK in C:\Documents and Settings\aleksandrk\workspace\contactbook)
""2017-01-18 11:57:54 [main] INFO  c.m.c.c.ContactControllerMockTest - No active profile set, falling back to default profiles: default
""2017-01-18 11:58:00 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring FrameworkServlet ''
""2017-01-18 11:58:00 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization started
""2017-01-18 11:58:00 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization completed in 78 ms
""2017-01-18 11:58:00 [main] INFO  c.m.c.c.ContactControllerMockTest - Started ContactControllerMockTest in 7.813 seconds (JVM running for 11.116)
""2017-01-18 11:58:00 [main] INFO  c.m.c.controller.ContactController - Request for fetching contacts that not match regex: ^$!
""2017-01-18 11:58:01 [main] INFO  c.m.c.controller.ContactController - Request for fetching Contact with id: 9223372036854775807!
""2017-01-18 11:58:01 [main] INFO  c.m.c.controller.ContactController - Request for fetching Contact with id: 1!
""2017-01-18 11:58:01 [main] INFO  c.m.c.controller.ContactController - Request for fetching all Contacts.
""2017-01-18 11:58:01 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.mental.contactbook.controller.ContactResourceAssemblerTest], using SpringBootContextLoader
""2017-01-18 11:58:01 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.mental.contactbook.controller.ContactResourceAssemblerTest]: no resource found for suffixes {-context.xml, Context.groovy}.
""2017-01-18 11:58:01 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
""2017-01-18 11:58:01 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@1453e63, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@9bdee9, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@fbf561, org.springframework.test.context.support.DirtiesContextTestExecutionListener@198635e, org.springframework.test.context.transaction.TransactionalTestExecutionListener@1c8f6e8, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@10615ae, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@73b552, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@1dad51, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@ec704c, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@11cbb1a, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@16498e, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@12e0f78]
""2017-01-18 11:58:01 [main] INFO  c.m.c.c.ContactResourceAssemblerTest - Starting ContactResourceAssemblerTest on aleksandrk with PID 1416 (started by AleksandrK in C:\Documents and Settings\aleksandrk\workspace\contactbook)
""2017-01-18 11:58:01 [main] INFO  c.m.c.c.ContactResourceAssemblerTest - No active profile set, falling back to default profiles: default
""2017-01-18 11:58:04 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cache.annotation.ProxyCachingConfiguration' of type [class org.springframework.cache.annotation.ProxyCachingConfiguration$$EnhancerBySpringCGLIB$$349825e] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
""2017-01-18 11:58:04 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [class org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$ba374c40] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
""2017-01-18 11:58:07 [main] INFO  c.m.c.c.ContactResourceAssemblerTest - Started ContactResourceAssemblerTest in 5.828 seconds (JVM running for 17.805)
""2017-01-18 11:58:07 [main] INFO  c.mental.contactbook.entity.Contact - Created Contact instance with id:1 and name: Test!
""2017-01-18 11:58:07 [main] INFO  c.m.c.controller.ContactController - Adding resource to contact
""2017-01-18 11:58:07 [main] INFO  c.m.c.controller.ContactController - Resource created with contact: Contact [id=1, name=Test]
""2017-01-18 11:58:07 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.mental.contactbook.dao.impl.ContactDaoImplTest], using SpringBootContextLoader
""2017-01-18 11:58:07 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.mental.contactbook.dao.impl.ContactDaoImplTest]: no resource found for suffixes {-context.xml, Context.groovy}.
""2017-01-18 11:58:07 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
""2017-01-18 11:58:07 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@1b53256, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@16d1d42, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@1329d2a, org.springframework.test.context.support.DirtiesContextTestExecutionListener@178e022, org.springframework.test.context.transaction.TransactionalTestExecutionListener@1894ad9, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@fbd567, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@193c8df, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@1545c3f, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@6e0b8e, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@baa049, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@1184371, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@585ac9]
""2017-01-18 11:58:07 [main] INFO  c.mental.contactbook.entity.Contact - Created Contact instance!
""2017-01-18 11:58:07 [main] INFO  c.mental.contactbook.entity.Contact - Created Contact instance with id:1 and name: Test!
""2017-01-18 11:58:07 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Start to fetch contacts from DB.
""2017-01-18 11:58:07 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Contacts for regex retrieved!
""2017-01-18 11:58:07 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Start to fetch contact with id: 1.
""2017-01-18 11:58:07 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Contact found and retrieved!
""2017-01-18 11:58:07 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Start to fetch contacts from DB.
""2017-01-18 11:58:07 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Contacts retrieved!
""2017-01-18 11:58:35 [main] INFO  c.m.c.controller.ContactControllerIT - Starting ContactControllerIT on aleksandrk with PID 5500 (started by AleksandrK in C:\Documents and Settings\aleksandrk\workspace\contactbook)
""2017-01-18 11:58:35 [main] INFO  c.m.c.controller.ContactControllerIT - No active profile set, falling back to default profiles: default
""2017-01-18 11:58:40 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cache.annotation.ProxyCachingConfiguration' of type [class org.springframework.cache.annotation.ProxyCachingConfiguration$$EnhancerBySpringCGLIB$$b7a5f43f] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
""2017-01-18 11:58:40 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [class org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$6e93be21] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
""2017-01-18 11:58:46 [main] INFO  c.m.c.controller.ContactControllerIT - Started ContactControllerIT in 12.25 seconds (JVM running for 14.722)
""2017-01-18 11:58:48 [main] INFO  o.s.t.c.t.TransactionContext - Began transaction (1) for test context [DefaultTestContext@25a92e testClass = ContactControllerIT, testInstance = com.mental.contactbook.controller.ContactControllerIT@187455b, testMethod = test_getAllContactsExceptRegex@ContactControllerIT, testException = [null], mergedContextConfiguration = [WebMergedContextConfiguration@1f828d7 testClass = ContactControllerIT, locations = '{}', classes = '{class com.mental.contactbook.Application, class com.mental.contactbook.Application}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{org.springframework.boot.test.context.SpringBootTestContextBootstrapper=true}', contextCustomizers = set[org.springframework.boot.test.context.SpringBootTestContextCustomizer@11fba17, org.springframework.boot.test.context.filter.ExcludeFilterContextCustomizer@15eadca, org.springframework.boot.test.mock.mockito.MockitoContextCustomizer@0, org.springframework.boot.test.autoconfigure.properties.PropertyMappingContextCustomizer@0, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverContextCustomizerFactory$Customizer@d2dae5, org.springframework.test.context.web.socket.MockServerContainerContextCustomizer@121e813], resourceBasePath = 'src/main/webapp', contextLoader = 'org.springframework.boot.test.context.SpringBootContextLoader', parent = [null]]]; transaction manager [org.springframework.jdbc.datasource.DataSourceTransactionManager@2fdb81]; rollback [true]
""2017-01-18 11:58:48 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring FrameworkServlet ''
""2017-01-18 11:58:48 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization started
""2017-01-18 11:58:48 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization completed in 62 ms
""2017-01-18 11:58:48 [main] INFO  c.m.c.controller.ContactController - Request for fetching contacts that not match regex: ^$!
""2017-01-18 11:58:49 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Start to fetch contacts from DB.
""2017-01-18 11:58:49 [main] INFO  c.m.c.dao.impl.ContactDaoImpl - Start to fetch contacts from Cache.
""2017-01-18 11:58:49 [main] INFO  c.mental.contactbook.entity.Contact - Created Contact instance!
""2017-01-18 11:58:49 [main] INFO  c.mental.contactbook.entity.Contact - Created Contact instance!
""2017-01-18 11:58:49 [main] INFO  c.mental.contactbook.entity.Contact - Created Contact instance!
""2017-01-18 11:58:49 [main] INFO  c.mental.contactbook.entity.Contact - Created Contact instance!
""2017-01-18 11:58:49 [main] INFO  c.mental.contactbook.entity.Contact - Created Contact instance!
""2017-01-18 11:58:49 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Contacts for regex retrieved!
""2017-01-18 11:58:50 [main] INFO  o.s.t.c.t.TransactionContext - Rolled back transaction for test context [DefaultTestContext@25a92e testClass = ContactControllerIT, testInstance = com.mental.contactbook.controller.ContactControllerIT@187455b, testMethod = test_getAllContactsExceptRegex@ContactControllerIT, testException = [null], mergedContextConfiguration = [WebMergedContextConfiguration@1f828d7 testClass = ContactControllerIT, locations = '{}', classes = '{class com.mental.contactbook.Application, class com.mental.contactbook.Application}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{org.springframework.boot.test.context.SpringBootTestContextBootstrapper=true}', contextCustomizers = set[org.springframework.boot.test.context.SpringBootTestContextCustomizer@11fba17, org.springframework.boot.test.context.filter.ExcludeFilterContextCustomizer@15eadca, org.springframework.boot.test.mock.mockito.MockitoContextCustomizer@0, org.springframework.boot.test.autoconfigure.properties.PropertyMappingContextCustomizer@0, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverContextCustomizerFactory$Customizer@d2dae5, org.springframework.test.context.web.socket.MockServerContainerContextCustomizer@121e813], resourceBasePath = 'src/main/webapp', contextLoader = 'org.springframework.boot.test.context.SpringBootContextLoader', parent = [null]]].
""2017-01-18 11:58:50 [main] INFO  o.s.t.c.t.TransactionContext - Began transaction (1) for test context [DefaultTestContext@25a92e testClass = ContactControllerIT, testInstance = com.mental.contactbook.controller.ContactControllerIT@40a5b1, testMethod = test_getContactNotFound@ContactControllerIT, testException = [null], mergedContextConfiguration = [WebMergedContextConfiguration@1f828d7 testClass = ContactControllerIT, locations = '{}', classes = '{class com.mental.contactbook.Application, class com.mental.contactbook.Application}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{org.springframework.boot.test.context.SpringBootTestContextBootstrapper=true}', contextCustomizers = set[org.springframework.boot.test.context.SpringBootTestContextCustomizer@11fba17, org.springframework.boot.test.context.filter.ExcludeFilterContextCustomizer@15eadca, org.springframework.boot.test.mock.mockito.MockitoContextCustomizer@0, org.springframework.boot.test.autoconfigure.properties.PropertyMappingContextCustomizer@0, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverContextCustomizerFactory$Customizer@d2dae5, org.springframework.test.context.web.socket.MockServerContainerContextCustomizer@121e813], resourceBasePath = 'src/main/webapp', contextLoader = 'org.springframework.boot.test.context.SpringBootContextLoader', parent = [null]]]; transaction manager [org.springframework.jdbc.datasource.DataSourceTransactionManager@2fdb81]; rollback [true]
""2017-01-18 11:58:50 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring FrameworkServlet ''
""2017-01-18 11:58:50 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization started
""2017-01-18 11:58:50 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization completed in 0 ms
""2017-01-18 11:58:50 [main] INFO  c.m.c.controller.ContactController - Request for fetching Contact with id: 9223372036854775807!
""2017-01-18 11:58:50 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Start to fetch contact with id: 9223372036854775807.
""2017-01-18 11:58:50 [main] INFO  c.m.c.dao.impl.ContactDaoImpl - Start to fetch contacts from Cache.
""2017-01-18 11:58:50 [main] INFO  o.s.t.c.t.TransactionContext - Rolled back transaction for test context [DefaultTestContext@25a92e testClass = ContactControllerIT, testInstance = com.mental.contactbook.controller.ContactControllerIT@40a5b1, testMethod = test_getContactNotFound@ContactControllerIT, testException = [null], mergedContextConfiguration = [WebMergedContextConfiguration@1f828d7 testClass = ContactControllerIT, locations = '{}', classes = '{class com.mental.contactbook.Application, class com.mental.contactbook.Application}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{org.springframework.boot.test.context.SpringBootTestContextBootstrapper=true}', contextCustomizers = set[org.springframework.boot.test.context.SpringBootTestContextCustomizer@11fba17, org.springframework.boot.test.context.filter.ExcludeFilterContextCustomizer@15eadca, org.springframework.boot.test.mock.mockito.MockitoContextCustomizer@0, org.springframework.boot.test.autoconfigure.properties.PropertyMappingContextCustomizer@0, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverContextCustomizerFactory$Customizer@d2dae5, org.springframework.test.context.web.socket.MockServerContainerContextCustomizer@121e813], resourceBasePath = 'src/main/webapp', contextLoader = 'org.springframework.boot.test.context.SpringBootContextLoader', parent = [null]]].
""2017-01-18 11:58:50 [main] INFO  o.s.t.c.t.TransactionContext - Began transaction (1) for test context [DefaultTestContext@25a92e testClass = ContactControllerIT, testInstance = com.mental.contactbook.controller.ContactControllerIT@dfab87, testMethod = test_getContact@ContactControllerIT, testException = [null], mergedContextConfiguration = [WebMergedContextConfiguration@1f828d7 testClass = ContactControllerIT, locations = '{}', classes = '{class com.mental.contactbook.Application, class com.mental.contactbook.Application}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{org.springframework.boot.test.context.SpringBootTestContextBootstrapper=true}', contextCustomizers = set[org.springframework.boot.test.context.SpringBootTestContextCustomizer@11fba17, org.springframework.boot.test.context.filter.ExcludeFilterContextCustomizer@15eadca, org.springframework.boot.test.mock.mockito.MockitoContextCustomizer@0, org.springframework.boot.test.autoconfigure.properties.PropertyMappingContextCustomizer@0, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverContextCustomizerFactory$Customizer@d2dae5, org.springframework.test.context.web.socket.MockServerContainerContextCustomizer@121e813], resourceBasePath = 'src/main/webapp', contextLoader = 'org.springframework.boot.test.context.SpringBootContextLoader', parent = [null]]]; transaction manager [org.springframework.jdbc.datasource.DataSourceTransactionManager@2fdb81]; rollback [true]
""2017-01-18 11:58:50 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring FrameworkServlet ''
""2017-01-18 11:58:50 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization started
""2017-01-18 11:58:50 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization completed in 0 ms
""2017-01-18 11:58:50 [main] INFO  c.m.c.controller.ContactController - Request for fetching Contact with id: 1!
""2017-01-18 11:58:50 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Start to fetch contact with id: 1.
""2017-01-18 11:58:50 [main] INFO  c.m.c.dao.impl.ContactDaoImpl - Start to fetch contacts from Cache.
""2017-01-18 11:58:50 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Contact found and retrieved!
""2017-01-18 11:58:50 [main] INFO  c.m.c.controller.ContactController - Adding resource to contact
""2017-01-18 11:58:50 [main] INFO  c.m.c.controller.ContactController - Resource created with contact: Contact [id=1, name=Alexander]
""2017-01-18 11:58:50 [main] INFO  o.s.t.c.t.TransactionContext - Rolled back transaction for test context [DefaultTestContext@25a92e testClass = ContactControllerIT, testInstance = com.mental.contactbook.controller.ContactControllerIT@dfab87, testMethod = test_getContact@ContactControllerIT, testException = [null], mergedContextConfiguration = [WebMergedContextConfiguration@1f828d7 testClass = ContactControllerIT, locations = '{}', classes = '{class com.mental.contactbook.Application, class com.mental.contactbook.Application}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{org.springframework.boot.test.context.SpringBootTestContextBootstrapper=true}', contextCustomizers = set[org.springframework.boot.test.context.SpringBootTestContextCustomizer@11fba17, org.springframework.boot.test.context.filter.ExcludeFilterContextCustomizer@15eadca, org.springframework.boot.test.mock.mockito.MockitoContextCustomizer@0, org.springframework.boot.test.autoconfigure.properties.PropertyMappingContextCustomizer@0, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverContextCustomizerFactory$Customizer@d2dae5, org.springframework.test.context.web.socket.MockServerContainerContextCustomizer@121e813], resourceBasePath = 'src/main/webapp', contextLoader = 'org.springframework.boot.test.context.SpringBootContextLoader', parent = [null]]].
""2017-01-18 11:58:50 [main] INFO  o.s.t.c.t.TransactionContext - Began transaction (1) for test context [DefaultTestContext@25a92e testClass = ContactControllerIT, testInstance = com.mental.contactbook.controller.ContactControllerIT@eedfee, testMethod = test_getContacts@ContactControllerIT, testException = [null], mergedContextConfiguration = [WebMergedContextConfiguration@1f828d7 testClass = ContactControllerIT, locations = '{}', classes = '{class com.mental.contactbook.Application, class com.mental.contactbook.Application}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{org.springframework.boot.test.context.SpringBootTestContextBootstrapper=true}', contextCustomizers = set[org.springframework.boot.test.context.SpringBootTestContextCustomizer@11fba17, org.springframework.boot.test.context.filter.ExcludeFilterContextCustomizer@15eadca, org.springframework.boot.test.mock.mockito.MockitoContextCustomizer@0, org.springframework.boot.test.autoconfigure.properties.PropertyMappingContextCustomizer@0, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverContextCustomizerFactory$Customizer@d2dae5, org.springframework.test.context.web.socket.MockServerContainerContextCustomizer@121e813], resourceBasePath = 'src/main/webapp', contextLoader = 'org.springframework.boot.test.context.SpringBootContextLoader', parent = [null]]]; transaction manager [org.springframework.jdbc.datasource.DataSourceTransactionManager@2fdb81]; rollback [true]
""2017-01-18 11:58:50 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring FrameworkServlet ''
""2017-01-18 11:58:50 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization started
""2017-01-18 11:58:50 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization completed in 0 ms
""2017-01-18 11:58:50 [main] INFO  c.m.c.controller.ContactController - Request for fetching all Contacts.
""2017-01-18 11:58:50 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Start to fetch contacts from DB.
""2017-01-18 11:58:50 [main] INFO  c.m.c.dao.impl.ContactDaoImpl - Start to fetch contacts from Cache.
""2017-01-18 11:58:50 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Contacts retrieved!
""2017-01-18 11:58:50 [main] INFO  o.s.t.c.t.TransactionContext - Rolled back transaction for test context [DefaultTestContext@25a92e testClass = ContactControllerIT, testInstance = com.mental.contactbook.controller.ContactControllerIT@eedfee, testMethod = test_getContacts@ContactControllerIT, testException = [null], mergedContextConfiguration = [WebMergedContextConfiguration@1f828d7 testClass = ContactControllerIT, locations = '{}', classes = '{class com.mental.contactbook.Application, class com.mental.contactbook.Application}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{org.springframework.boot.test.context.SpringBootTestContextBootstrapper=true}', contextCustomizers = set[org.springframework.boot.test.context.SpringBootTestContextCustomizer@11fba17, org.springframework.boot.test.context.filter.ExcludeFilterContextCustomizer@15eadca, org.springframework.boot.test.mock.mockito.MockitoContextCustomizer@0, org.springframework.boot.test.autoconfigure.properties.PropertyMappingContextCustomizer@0, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverContextCustomizerFactory$Customizer@d2dae5, org.springframework.test.context.web.socket.MockServerContainerContextCustomizer@121e813], resourceBasePath = 'src/main/webapp', contextLoader = 'org.springframework.boot.test.context.SpringBootContextLoader', parent = [null]]].
""2017-01-18 11:58:50 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.mental.contactbook.dao.impl.ContactDaoImplIT], using SpringBootContextLoader
""2017-01-18 11:58:50 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.mental.contactbook.dao.impl.ContactDaoImplIT]: no resource found for suffixes {-context.xml, Context.groovy}.
""2017-01-18 11:58:50 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
